trade_id,ticker,trade_date,trade_type,trade_volume,trade_price,total_value,customer_id,broker_id,market,order_type,trade_status,currency,transaction_fee,net_value,trade_execution_time,settlement_date,exchange_rate,commission,exchange_name,account_status
01903474-5002-4c14-b9a8-4a8388ccf7ad,AAPL,2024-06-01 21:32:20,sell,798,404.21,1337.25,231e388a-f82d-41f5-94f3-2e9bd4977ff6,5902bf0b-ba89-4427-9540-990249979fe3,OTC,buy,pending,JPY,10.75,838.22,discover,2021-02-14 01:34:05,1.07,49.7,NYSE,locked
dca261ea-d432-416a-b396-9a862a8daa45,TSLA,2020-09-26 09:56:03,sell,946,663.15,1045.07,64f682b5-3fc7-4ec5-bdb3-a39d00d9dc89,f24e2477-2f51-4686-a88d-b0f320b2a35f,NYSE,sell,canceled,JPY,24.55,161.42,benefit,2020-11-01 13:20:33,0.99,29.07,NYSE,on-hold
78e8bf15-c775-4db0-b795-e838ede652f5,NFLX,2022-04-10 02:53:53,buy,524,1381.08,999.94,24a7dce4-a3dd-4a45-875f-7f94ec529f2b,7ea19c4a-769b-4641-b84c-0ee5a2206dd1,NASDAQ,buy,pending,JPY,17.03,1126.0,close,2023-11-17 14:37:08,1.02,22.25,NASDAQ,active
a47d5fb6-893b-4ecf-854c-976ec5bc10a9,MSFT,2024-11-24 08:54:38,sell,430,1161.78,445.2,58b48e1d-9e13-47b0-bf12-cf6cbb4400f1,acd3cc0b-b65d-45c2-922c-12e18e416029,NASDAQ,buy,pending,JPY,35.16,828.87,full,2024-12-20 23:38:28,1.1,31.34,NASDAQ,on-hold
959ee77e-2e52-435d-abc4-a31953211cf1,FB,2022-11-08 18:32:55,sell,77,881.59,682.86,58a5802e-d779-47b7-ae67-91cd2b998363,5008606f-dbf5-4afe-b67a-3c0723d34fb6,OTC,buy,canceled,USD,12.34,157.31,blood,2023-09-17 23:13:01,1.04,49.82,NYSE,on-hold
53e39b1a-809a-494c-ba3d-55271d9ba450,TSLA,2024-06-02 09:04:08,sell,617,1268.17,1368.1,72d932a4-1583-467e-9d6d-37c75e4532ec,ea8e8131-5603-434d-8e03-622c110a156d,NASDAQ,buy,executed,JPY,25.39,708.24,area,2024-10-04 03:42:55,1.08,31.0,NASDAQ,locked
5cff7279-0c12-4a1d-a300-df89da07aa8b,AMZN,2022-11-18 20:08:20,sell,743,828.89,500.53,72bfa693-4221-4d1e-97be-360d996ad475,78bbd251-44ed-4d94-8ea8-599e74406c5f,NASDAQ,sell,executed,JPY,13.55,1195.31,drug,2023-05-16 19:40:39,0.82,29.55,OTC,active
c5ba8420-5b4b-4466-b6fe-b3a6a37d299e,AMZN,2021-06-16 20:17:42,sell,39,564.33,1481.69,876796d9-dfb4-4eef-b038-63384c2d189b,bb74a62b-da69-4a76-be4c-2dc5bb5740e9,OTC,buy,canceled,USD,16.35,1290.82,find,2021-03-18 17:04:16,0.9,37.47,OTC,active
761417f3-d817-4ad5-8a1a-c0b5d550f98f,TSLA,2021-04-09 07:06:54,sell,516,1479.99,1278.05,b3cbc1c4-4cdf-4ab5-94a0-f4355b3d7f2a,759f52c9-9232-4a95-bae0-1ea2ce4771b8,OTC,buy,pending,USD,48.04,1417.02,decision,2022-06-20 23:30:54,0.85,9.61,NASDAQ,on-hold
9a607945-e6bb-4a9e-98ef-8f094a1521ff,AAPL,2021-12-26 13:28:20,sell,960,1474.0,985.99,7d033875-3b3a-4f0a-9557-bd350961b319,38e5156d-07c0-44df-88c8-e83a82b3158f,OTC,buy,executed,EUR,14.72,446.33,day,2021-04-27 02:19:15,1.16,18.08,OTC,on-hold
15490c7e-6bd9-4a4f-b7bf-fcbd87a45304,TSLA,2020-11-03 14:25:21,sell,289,230.95,280.5,d353db1c-3d59-4f7b-b377-4ed1b039ba0d,99d2f7f2-eb1f-483e-856b-1c79a4f17bc1,NASDAQ,sell,canceled,JPY,7.54,479.87,court,2023-11-22 08:21:21,0.99,49.71,NYSE,on-hold
79748626-8352-45d6-8995-4fc3efb3eb37,TSLA,2024-07-24 11:50:01,buy,453,1088.24,181.15,cfe4ce7b-2cd2-4623-a3be-6d6c88f25856,5a45b8cc-117d-4f63-8e8b-84ebe9e24240,OTC,sell,pending,JPY,32.24,1042.2,study,2021-09-27 04:38:41,1.03,14.04,OTC,active
3240ab15-79a7-405a-8b16-0a4d7adbf90e,MSFT,2020-05-04 06:41:28,sell,822,683.82,676.17,6f4eb891-8e0a-46f5-93c4-079449058e12,100637c7-af2c-45fa-90e3-63d52f17a43f,NASDAQ,buy,pending,USD,29.14,587.9,form,2021-10-20 08:13:50,1.17,26.58,NYSE,locked
4e444af9-b106-445a-b1f6-aee91f4a4706,NFLX,2023-09-25 18:38:09,sell,733,613.13,1491.92,3673f569-a930-4695-94ec-675d53a3939e,39f7113d-ba9b-4777-93d2-f38aed347d55,OTC,sell,pending,JPY,25.09,186.04,meeting,2024-08-11 14:34:15,1.02,46.83,OTC,active
9084b6de-830a-457d-99fd-af3b0cccf76f,AMZN,2021-03-03 22:30:33,buy,216,1338.21,838.3,7a7634b5-af80-4cb1-acc3-59255b3292fd,de8e2646-477a-4887-8ae3-ba943020366c,NYSE,buy,executed,USD,43.56,821.01,I,2024-06-25 02:10:42,1.16,5.86,NASDAQ,locked
71545572-7aac-4fd3-bc37-6bf5166e6aeb,FB,2023-06-25 12:30:18,sell,655,1009.12,1169.68,cf1f5a98-97ad-4a67-a99f-3047eefadcfa,10b7ca01-eea0-430e-96be-e52e65c1efd6,OTC,buy,pending,EUR,36.19,1046.11,force,2022-03-02 18:24:48,0.94,25.09,NASDAQ,on-hold
22f50db1-6563-47d9-904a-3a7335bc040f,AAPL,2025-04-04 02:50:39,buy,437,900.39,862.43,e37f24d7-41c7-4406-9359-fb5d9ac72520,6e153de8-cb3a-4a7f-a10d-062360462998,NYSE,buy,pending,JPY,15.72,471.78,everybody,2023-03-01 04:24:55,1.14,40.98,OTC,active
933ac61c-9669-45ed-9c0e-2e5e0d7b0369,AAPL,2025-03-29 10:52:19,sell,717,121.57,1117.75,097452d8-b082-4958-876c-1833ca50e117,9877c24c-8842-455a-8c58-6c0a1cb6e17b,NASDAQ,buy,pending,JPY,23.38,277.94,once,2023-02-25 13:07:11,1.01,41.6,NASDAQ,on-hold
04579d6f-93d3-425a-ba56-04b37acd003a,GOOGL,2024-10-10 23:39:45,sell,654,337.96,1341.48,ee5e1fb5-d529-49e5-bbe4-5056e7ea6db4,29e9efa2-5723-4faa-b578-8525af0ac5d6,NASDAQ,sell,pending,EUR,2.61,181.08,beyond,2020-12-24 08:34:32,0.87,31.54,NYSE,on-hold
a9dfcc0c-68db-46b3-982d-f0788a51451c,TSLA,2024-09-12 07:50:05,sell,441,1007.41,560.42,2b924e09-4998-4f25-a794-00ee4a5ed287,46e53c29-63ce-4666-8b78-9b1fa68a8457,NASDAQ,sell,executed,USD,1.17,782.9,simply,2024-08-20 03:01:18,0.91,24.54,NASDAQ,on-hold
9e876040-4c2b-424c-8446-a29ac6c753a3,TSLA,2024-02-25 17:18:09,sell,964,1135.46,1388.92,2bb2c51f-7023-4aca-9ee6-fdea9534ee94,5ef59cd3-e078-42d6-a92c-b8ed8fa05149,OTC,buy,executed,JPY,41.1,466.13,than,2024-06-05 13:28:49,1.19,37.73,NYSE,on-hold
922e047f-b5c1-4af0-a296-884f541eb2a4,MSFT,2023-03-23 03:55:21,sell,401,833.49,1013.13,f208deed-205c-44ec-8518-1eb4c1157613,d7b3c866-1c75-4ad4-bdec-fa9d84b0249a,OTC,sell,executed,USD,19.0,178.01,person,2020-09-10 20:01:41,0.87,22.51,OTC,on-hold
70ec69c4-124b-435f-a4b9-be692ddcc829,TSLA,2025-03-23 03:29:07,buy,884,595.77,815.74,9bf4b57d-89ef-4861-bb2b-35a276777d6d,d881a73a-a99e-4d01-a5ae-81f3a90b9810,NYSE,buy,pending,EUR,30.63,1255.81,program,2020-11-20 03:55:54,0.92,6.23,NYSE,on-hold
876080e1-4c9a-499a-a33d-9eb3d1eba173,MSFT,2024-11-08 10:23:52,buy,187,411.82,1431.51,e84511a2-9bc2-4450-a3a9-047230020f5e,14faa0f5-e612-49b5-b3ac-a6e1dc210944,NYSE,sell,executed,EUR,28.63,1406.23,maintain,2020-05-19 00:34:50,1.03,12.41,NYSE,locked
94a22b24-c028-486b-9402-b337ed1d6d27,FB,2024-10-04 05:47:42,sell,605,564.79,215.74,433fca8a-f72a-4b7a-aa78-b0884c9b9009,19504cc0-cf96-4bfa-9427-becdece9abc0,NYSE,sell,executed,EUR,45.95,1476.82,strategy,2022-07-09 08:49:24,1.13,3.7,OTC,active
6cea8e8a-34c3-4b73-ad0c-082bcb7857a9,MSFT,2024-06-24 09:27:17,sell,337,154.56,148.87,85e810a2-28ed-4191-9fb4-8b5fc2b35e09,85fb94a6-fb67-4437-a426-e700feb2ac4b,NASDAQ,sell,executed,EUR,13.93,1473.9,book,2020-12-18 04:37:22,0.86,9.4,NASDAQ,locked
a360c4cb-37b7-4c72-b9e2-f6e02ea64fad,NFLX,2020-07-05 13:08:55,buy,454,1118.77,1089.91,577ae5a1-80b6-468f-8735-b2bb35bd51ea,894ff117-d952-47bc-af35-fae2c0821f39,OTC,buy,pending,EUR,37.19,947.79,build,2020-12-14 19:46:59,0.97,48.14,NYSE,on-hold
fc6f2e6e-9c18-40ba-beea-3cf093ffd1ea,MSFT,2024-06-09 22:18:19,sell,660,733.71,1424.77,466d19a5-146c-4130-89ec-de94d5942bb2,93916c8b-5628-413e-aa9b-85ebf1fc8f26,NYSE,buy,pending,JPY,49.29,1346.32,activity,2020-06-13 17:37:31,1.19,11.86,OTC,on-hold
a81ce995-9e00-401d-8b80-52e1bce642a4,AAPL,2025-02-17 03:07:05,sell,4,532.8,551.38,d55957c2-2abb-4747-988e-6b86a159b481,93bc506c-77cf-465f-b1fe-d8891af9469a,NASDAQ,buy,executed,JPY,17.09,372.34,anyone,2023-05-30 03:11:37,0.84,37.25,OTC,active
dc87885e-8f6e-4e30-a5d6-ad4050cca99f,NFLX,2023-11-16 10:47:16,buy,471,455.02,1197.85,352d855e-95cf-4d81-ac47-016cecb359bf,5fa8c28a-ca10-4941-92b7-828638942fe2,NASDAQ,sell,executed,JPY,14.9,592.94,behind,2022-12-03 00:41:24,0.84,47.63,OTC,active
c0383a81-89d8-453b-812c-fa6fbe98703f,GOOGL,2020-06-07 12:45:48,buy,8,325.77,1194.59,f610350b-76f5-4b65-b8cf-3f6ac129ce67,d60ce979-c4d0-488b-830b-23dbbfbe9ca3,NASDAQ,sell,canceled,USD,35.51,1321.8,relate,2022-12-19 14:34:00,1.16,26.7,NASDAQ,locked
65022273-ac5f-4726-a064-b2a131f5ee86,NFLX,2020-06-05 09:08:20,sell,360,808.28,877.31,1f324096-1f1d-4b20-be91-dd2abf024c09,95a155de-c98a-4fa2-bdba-c4d7935f52da,NYSE,buy,executed,JPY,20.05,1441.11,base,2020-05-06 17:47:18,1.1,37.25,OTC,locked
885afb35-db8e-4298-b561-f4c33fa58bda,AMZN,2021-04-29 16:50:26,buy,867,555.85,1227.77,796c6ae6-fc19-485d-92d1-3d77da532699,ddbb5298-a575-4dda-a268-1c704eb00c3d,NYSE,sell,canceled,USD,20.98,118.49,forward,2023-03-26 08:53:36,0.92,9.84,NYSE,active
6d3520b7-b937-404f-be4c-23fb1f0b1094,NFLX,2020-08-13 15:00:15,sell,871,1036.69,986.77,87f766a9-b0a9-4fc9-8f1f-43a792ef8d59,cc2f95ed-88f6-4352-938b-ca4e53fdb674,OTC,sell,canceled,EUR,17.33,766.69,blood,2024-07-12 21:01:30,1.15,6.63,OTC,on-hold
488d5d8d-0aef-47ed-9f7e-09deb79908b6,GOOGL,2023-01-17 13:46:03,sell,615,1073.77,321.41,4ca15720-22b8-452e-a11b-17190f9d7819,34e2b1b8-7606-4f22-b6f2-3b0736514258,NYSE,buy,canceled,USD,20.37,1022.39,institution,2020-11-06 19:18:30,0.88,5.2,OTC,active
b27913d5-eec3-45f7-97df-4c9ae7e0fe25,AAPL,2024-10-09 20:39:50,sell,545,299.8,776.0,c1ed3940-610d-484a-b4a4-ed3c7f0643ea,709b5f65-ea3e-442f-a3cd-ec8466ed34e2,NYSE,sell,pending,EUR,20.38,330.2,bar,2022-02-07 14:49:53,0.99,34.0,OTC,active
b87ad896-8278-4194-9943-0636b0b169f7,AAPL,2023-09-02 00:10:30,buy,286,474.05,1463.44,5a6d4596-3580-47d6-bece-ff5e917f61b3,0f735617-9e61-40dc-8c69-21373df359d6,NASDAQ,sell,pending,JPY,21.13,236.13,sea,2020-04-26 10:10:08,1.18,31.31,NASDAQ,active
525eacaf-8b67-4dcd-9578-126ea06ae93d,MSFT,2023-12-01 21:51:10,buy,459,1190.22,698.29,f4a3ee30-a203-45c1-9de1-3be7172104cb,3f0e3075-aa68-4301-b34a-f94f4ab9e0df,OTC,sell,pending,EUR,4.99,918.86,before,2023-02-06 23:48:33,0.89,5.25,NYSE,locked
602596fb-d206-4a87-a2c6-0435dc5bb24f,GOOGL,2022-04-18 03:17:39,sell,603,122.61,1214.23,2f9997c3-916e-4d7b-bcc2-89b795b45992,e09189f1-ca33-4d84-98c2-77f15b68d4ee,NASDAQ,sell,executed,USD,41.31,1465.83,business,2021-02-12 22:19:21,0.89,19.65,OTC,active
6494446a-3f00-4dab-8a49-0f80613c9847,GOOGL,2020-08-14 15:13:23,sell,563,689.85,264.41,82101862-d69c-45b2-a24f-6444a8f75fed,7c74eb6a-78b6-4293-bd6f-9aafe9382f35,OTC,sell,canceled,JPY,45.23,1172.22,court,2024-02-22 23:16:45,1.16,17.04,OTC,active
8b719ba7-288d-4c65-9af2-571c0736591d,AAPL,2023-11-05 21:10:25,buy,317,504.77,126.81,60d2642e-a670-4f0f-8405-86bcff2c37dc,ea03486f-57d6-4988-8133-19d168ec88eb,NASDAQ,buy,canceled,EUR,17.03,156.46,enjoy,2022-10-07 19:22:37,0.89,31.88,NASDAQ,on-hold
60b1aac5-150b-4146-856f-fc5c2d55b741,GOOGL,2022-06-05 05:27:52,sell,770,827.06,991.53,b46d7853-d126-4d17-9195-896641a50d68,08f343a9-1398-492b-a986-81dfaed65001,NYSE,sell,pending,USD,24.21,112.4,walk,2021-02-24 01:20:59,1.2,38.63,OTC,locked
763a4e61-b252-456e-bfc9-ff309f9a8a33,AMZN,2023-01-03 20:53:56,sell,344,205.57,924.08,55b2f82a-3469-40de-a442-c26ca27589cd,a28322e8-d171-404f-9f48-00048910d70e,OTC,buy,canceled,EUR,34.45,572.05,wide,2022-10-22 04:27:08,0.96,46.34,OTC,active
0af875b2-43fe-4d09-9407-3daa68db3370,TSLA,2023-06-08 03:19:02,buy,727,308.61,343.62,305c5d6f-0997-4b9a-9fdb-482df69d1805,00501cd8-8bff-45b3-8f6a-5979ab55db54,NASDAQ,sell,executed,USD,45.59,1191.46,central,2024-06-05 23:40:12,1.02,5.86,NASDAQ,locked
43995af3-021e-4689-b6c8-4263fae9bf9d,GOOGL,2021-06-21 16:54:15,sell,380,149.47,415.61,6c16a78b-3562-4347-ab71-5b347c923cab,82550a9f-db72-4254-af02-2c922262dad8,OTC,buy,canceled,USD,39.41,379.32,turn,2021-02-16 14:48:07,0.95,42.52,NASDAQ,on-hold
ad2aa94b-4258-428b-a23e-189b436770b2,AMZN,2022-07-24 00:11:56,buy,61,1067.84,857.54,c1463a0a-8763-4dcb-9db6-0efe740aa8ad,512628f2-978b-4951-badb-d2b2943a1af1,OTC,buy,canceled,USD,18.87,276.31,study,2022-01-21 03:53:48,1.16,24.67,OTC,locked
696932ac-9349-466a-8588-15b3ed335d5f,AAPL,2025-02-24 04:41:00,sell,429,556.47,1336.81,7ecbca9c-6b1b-4c03-8b7e-cd79cc1b0d55,c19473fe-b1f6-438e-8297-bb0466f21e77,NASDAQ,sell,pending,USD,18.57,527.65,traditional,2020-04-15 11:39:10,1.12,19.34,NASDAQ,locked
8172b13b-2c52-4558-ac77-a12591d5bfdd,GOOGL,2024-10-27 10:03:51,buy,516,775.83,859.09,f04084d0-4739-469a-9bb2-bf95c376caa7,c3e8212d-744f-4ff8-8257-7dd19d193891,NASDAQ,sell,executed,JPY,9.83,765.44,expect,2022-12-24 05:13:57,0.88,20.93,NYSE,on-hold
1ca48caf-59c1-4fcc-b5fe-9cc4c1204784,TSLA,2022-04-11 01:20:12,sell,555,629.05,1302.34,54227d6d-c454-41a5-94d8-c52ed4c6c7db,74240302-e48b-4336-bfa5-567789a29dad,NASDAQ,sell,canceled,JPY,47.51,912.1,century,2024-06-07 16:18:39,0.84,42.45,OTC,on-hold
e3656653-4410-4892-b419-69621f8fa9dd,AMZN,2021-12-05 23:12:45,buy,592,1401.44,505.38,6cc0e350-f7c4-4cb2-a44d-3bc00572257e,8f58ed08-f5b9-47b1-8d84-067fce58e7fc,NASDAQ,buy,canceled,EUR,8.08,839.73,call,2021-02-26 14:08:14,0.94,44.99,NASDAQ,on-hold
d504882c-d6d2-4f63-a23d-45f4c1ef6252,AMZN,2022-07-25 06:05:39,sell,571,574.22,784.85,d439566a-c402-4a0b-b889-2fafc691a1ad,f275de56-4e18-4cc7-b3fe-09e708fd4865,NASDAQ,sell,executed,JPY,35.65,1105.01,detail,2024-07-17 19:27:28,0.91,0.85,NYSE,active
10a437d5-e6b1-4ece-85d0-cf83c28fcc52,TSLA,2024-07-28 07:30:50,buy,307,132.77,605.59,784aed02-8c62-4a8f-b49e-b0da7e509ec4,5bf0e042-bf56-4386-a6e2-e3f47174bbc8,NASDAQ,sell,pending,USD,23.37,1361.53,music,2022-02-24 10:21:35,1.17,43.6,NYSE,active
679a9d56-36e6-422e-bbe9-cfb0bb77e34a,TSLA,2022-09-03 13:37:20,sell,959,1075.2,1009.03,03908f5a-7312-4621-b992-ce54c2cfa589,3b8846e6-1823-4790-8046-0d07d4539094,NYSE,buy,canceled,EUR,12.53,1148.96,series,2020-04-30 12:10:24,0.93,8.11,NYSE,on-hold
e9c3d371-9f68-4611-8330-57449ae416ba,FB,2021-03-20 12:28:32,buy,498,580.92,1271.18,316889f2-595f-4d20-b396-6a62f12c2046,df93b659-a30c-4666-936e-7cca833d19ff,NYSE,sell,pending,EUR,27.8,769.66,kind,2020-06-15 09:00:22,1.03,34.16,NASDAQ,on-hold
65599255-20b2-43ce-8b81-ea622fb0aeaa,NFLX,2021-05-23 06:47:42,buy,873,349.44,1108.72,2ab7413d-c99b-4167-83b6-c14b59432577,4310357d-ec80-4a6f-8a1d-ee98f84a9bca,NASDAQ,buy,executed,JPY,47.94,1375.41,author,2021-09-15 16:33:30,0.96,21.4,OTC,on-hold
e4f9eeff-3b8e-4a91-9eb1-289adcc3645f,FB,2020-12-24 09:10:56,buy,705,967.8,231.93,a701e867-b962-4064-88eb-f1789c787640,224a94a5-763a-4eaa-b340-fa855b2955f1,NASDAQ,buy,executed,USD,27.53,970.63,account,2022-07-17 14:47:59,0.85,11.26,NYSE,on-hold
0509c41e-10f8-49ac-878d-365fc209cac4,AMZN,2020-09-27 03:52:00,sell,253,207.89,826.37,b080e995-7ea7-4cb8-b0ad-194db5100bca,45a917a0-b443-4813-96bf-e6459770d013,NYSE,sell,pending,JPY,3.28,712.28,black,2025-01-23 19:05:05,1.01,1.31,OTC,on-hold
5f09058e-454e-4370-a8d8-fdf437103c3f,MSFT,2022-04-20 14:08:37,buy,386,1031.3,174.13,1345c526-a4ab-4e56-8d03-bd2fd7169b2a,b6ef2c43-7b93-4d83-9f13-08200f3b35f9,NYSE,buy,pending,EUR,49.41,566.27,power,2022-11-22 02:37:24,0.96,47.25,NYSE,on-hold
ec70d93a-a260-4227-b46a-9817194a589d,GOOGL,2021-06-27 02:07:16,buy,1000,1120.09,247.96,8b42acfc-46ec-4b9c-802a-c91824ea2f78,965ea5d5-0735-43d1-b732-9dc5f3be0191,OTC,buy,executed,EUR,34.51,872.54,show,2025-01-02 00:44:17,1.13,45.34,NASDAQ,active
63c84474-be91-4354-a6a9-77707983efc0,TSLA,2022-06-07 22:28:41,sell,136,1218.05,1427.03,6828e25c-9307-436e-aeec-de56dd94b1cc,5f89a98c-2d6d-42cb-aeee-dca934664ef1,OTC,sell,canceled,JPY,23.15,322.37,bar,2024-06-23 08:47:10,0.88,30.77,NASDAQ,locked
24e73747-cb1f-499b-8c6d-98a8d78c2051,FB,2021-11-01 17:13:00,buy,321,994.16,910.77,d516f81c-43d8-415f-8394-c4d84a240d4b,ac672695-a54b-406c-b1a3-3f6de3dbe202,OTC,buy,canceled,JPY,43.38,1279.7,difficult,2021-09-21 22:06:40,0.93,39.68,NASDAQ,on-hold
8898010d-1b9e-4c84-9984-8c746b51bda0,AMZN,2020-09-11 16:34:33,buy,544,1144.72,1074.76,61f03b99-4e33-4b37-b142-5d810912fddc,b002c52e-1966-4504-ae7e-b978869d7b01,OTC,buy,executed,EUR,39.83,809.21,I,2022-02-01 15:36:43,1.01,18.4,NYSE,active
26392221-0312-4153-b992-77530cdddf92,FB,2024-11-26 03:58:30,sell,44,527.75,955.83,a71dc051-b1c8-4969-b2da-c793663c36c1,ee125271-ef2b-43e0-8e5b-f3282b7a523e,NASDAQ,sell,canceled,USD,25.31,1011.98,civil,2020-07-22 12:29:58,1.02,15.46,OTC,locked
c788e847-55d1-4dfc-9834-e02f0823e20b,MSFT,2022-04-08 22:21:01,sell,282,315.6,1027.86,6a02c1e2-cd76-4247-a4ac-da19641393ca,923cddb6-11f0-4923-a2b2-e0bdb8b06743,NYSE,sell,canceled,USD,41.08,740.16,herself,2021-12-06 02:46:59,1.18,35.94,OTC,active
95593433-8b30-4329-b55c-12c668c5eddc,MSFT,2020-07-10 04:25:37,sell,25,236.16,169.74,79cdc59e-7700-4b66-96c6-5adb028dd025,0f57bc75-07af-4918-9020-036f9adbb8f1,NYSE,sell,executed,EUR,30.07,1465.57,big,2024-06-20 00:32:50,1.11,9.1,NYSE,locked
f48f854e-5562-44f4-a2f5-b1a93e4f22ba,AMZN,2025-01-17 18:24:05,buy,125,283.49,503.47,cc6c7745-06a7-4afd-8327-aec2f737e8bc,76237f14-9d86-47ff-b758-16cf761df97f,NASDAQ,sell,pending,JPY,2.61,1326.99,behind,2021-11-14 02:18:51,0.81,5.03,NYSE,on-hold
a7836218-08dc-45ef-8758-61c1c0acb3e0,AMZN,2024-02-05 23:47:56,buy,340,220.77,381.27,1bf1b7e1-17f1-4397-a905-fe7d2bf23fc0,6173e67d-d020-4116-8a60-8ef334460c61,NASDAQ,buy,canceled,USD,27.71,1381.36,others,2020-08-10 11:59:05,1.12,23.65,OTC,active
e2751ce6-78fd-4b16-8262-8a03be4543f4,NFLX,2020-11-25 02:37:34,buy,557,226.91,711.35,247d2d52-7ee0-438e-a3cd-0cb1a7b3b6f9,cde44f3a-0663-4c73-9eb5-10092f85f6a6,OTC,buy,pending,EUR,41.43,209.95,than,2022-06-02 02:46:48,1.04,48.5,NYSE,locked
b5bef85b-ec0b-4ca6-9ec1-6a3450f35bb4,TSLA,2022-08-20 03:52:03,buy,985,113.91,152.81,1ca3d15a-cad7-43d3-a852-c038be54cdf1,91c96744-1c67-44d6-bef8-6974ffb0f027,OTC,buy,pending,USD,25.49,738.59,computer,2024-11-29 06:42:44,1.17,45.21,NASDAQ,locked
1182d657-f6e3-45f3-be28-cbd9cec84000,TSLA,2024-04-15 20:46:27,buy,954,1404.21,879.44,41bff5b9-746c-4f4e-819c-2251d59065fa,0dc56a75-6835-4c7e-beb0-59ec4e6fc9d4,NYSE,buy,executed,USD,25.18,1443.11,check,2022-03-06 04:21:36,1.19,28.86,NASDAQ,on-hold
db591d88-4b0a-41e0-8d31-5b7cc273973b,MSFT,2021-05-18 15:16:21,sell,567,575.01,1352.78,17c48e8e-24eb-48de-9c4c-bcb42f04cf18,24e1d1d9-03f1-4ab7-a5b6-3378a5dfc68a,NYSE,buy,canceled,EUR,15.33,412.22,guess,2021-10-18 22:15:42,1.03,10.55,NASDAQ,active
4516bb39-9674-4e86-a94f-82d936f4dd3b,AMZN,2020-12-15 23:05:03,buy,844,815.37,197.35,e9f2e2ba-bb89-49fa-b450-45ad24549c98,045b44d9-bafd-4834-aa10-ce87efbfb921,NASDAQ,buy,canceled,JPY,11.1,160.6,past,2022-07-27 03:26:04,1.03,19.26,OTC,on-hold
7232245c-d2c3-41c2-bded-abba4e1a7019,TSLA,2024-04-17 10:00:31,buy,316,1359.24,410.55,9df54a21-6036-4d28-ae27-c83fe220134e,2ec0f10a-aca5-4bd4-b54f-7ca805c95f58,OTC,buy,pending,USD,30.78,963.06,kitchen,2023-04-06 10:23:02,1.08,19.84,OTC,on-hold
ec466708-3982-4dd4-9828-da8f50d8ae13,GOOGL,2021-05-14 22:11:37,buy,48,232.3,892.36,a6cbb287-1432-4972-a8b2-9ad37867340f,4cd3dfc4-d17e-4ecb-9a49-192f7732c94b,NASDAQ,sell,pending,USD,38.06,623.73,service,2024-12-30 10:52:51,1.13,33.06,NASDAQ,locked
ad5835f3-f87e-413c-b873-6e59062bd6f0,GOOGL,2021-05-25 10:42:44,sell,912,466.76,927.85,d3c0d6c5-584e-4851-b2b1-58c745358d5a,8a40b5cd-9597-4508-9bed-5760b129a6a4,NYSE,buy,pending,USD,10.49,1233.26,have,2021-03-18 03:02:11,0.93,38.78,NYSE,locked
1b13a85f-21a4-4c4a-897c-763b61dc1d58,AAPL,2021-02-28 14:01:51,sell,271,631.45,415.21,51d5d62b-1c45-4d81-aadb-b2fc9331653d,94d96516-897a-48c9-ae1d-b5eef4804b7b,OTC,buy,pending,JPY,37.06,1318.44,win,2021-01-11 19:04:41,0.99,0.75,NYSE,on-hold
8a5db90b-6e0b-4459-8e30-36f32bb4ee38,AMZN,2023-09-13 09:05:52,sell,64,240.84,160.19,4918df40-b3ff-462e-81e8-1da9fe4d58c1,892e2973-cd65-4e9a-9b4d-6f3ebb859153,NYSE,sell,pending,USD,5.1,1466.38,value,2023-10-11 09:42:46,0.97,48.13,NYSE,locked
6d8ec757-8e56-4fbe-ba9d-bea0415b4add,FB,2024-08-17 07:33:59,sell,350,1049.94,1287.72,36c1c052-207c-4173-abda-623faca9b4d8,0f0cb156-ffc6-4e15-a11e-568476af13c0,OTC,sell,pending,EUR,1.94,924.07,whatever,2020-05-04 08:50:57,0.9,46.45,NASDAQ,on-hold
4fdcb645-44ec-49bb-8688-6817800d198e,GOOGL,2024-02-20 15:24:46,sell,445,1197.03,1276.21,bfcbaa55-82dc-486e-860c-fba54241e3eb,a848096e-d224-4ae5-b035-dec53b108cba,OTC,sell,executed,EUR,29.59,1200.66,onto,2021-01-04 11:59:43,0.89,42.17,NASDAQ,active
926730dc-1c0a-4411-9086-af36fa0a5de5,GOOGL,2020-07-14 09:13:09,sell,193,645.13,698.63,d8abc155-9ea5-4510-8aa4-b8377d9e3bb2,6feb3d46-15f3-49e1-a170-ef5391378b3e,OTC,buy,executed,EUR,13.48,885.81,first,2020-08-17 19:38:05,1.18,43.17,OTC,active
bcaa8722-923f-420a-a756-84ce0ce3dcce,FB,2024-10-04 03:13:53,sell,869,643.95,1476.05,e4cbbdb8-c4be-448f-92e9-c930eeec175d,649e2575-339c-4ee9-b977-de8ff140513b,OTC,buy,executed,USD,41.38,806.77,political,2021-05-06 13:25:51,1.03,41.74,NYSE,on-hold
53770d9d-c911-4c27-b287-8723d5672f5d,TSLA,2022-03-21 08:06:57,sell,403,274.01,1019.54,828648b4-44de-4376-8a53-3a1647527e22,f1cdf51a-72f4-44b3-853a-2e556fe243b3,OTC,sell,pending,JPY,23.36,942.97,among,2024-07-18 17:17:50,1.15,34.86,NYSE,locked
